airtable_id,project_code,artist,title,title_status,release,unit_price,currency,price_status,price_bucket,max_revenue,edition_size,unit_status,units_target,max_order_qty,edition_type,launch_type,business_unit,product_type,made_to_order,tl_length,project_status,product_variants,campaign_type,sales_approach,launch_date,launch_time,announce_date,private_room_date,tl_end_date,launch_date_status,quarter,preorder_window,medium,medium_status,dimensions,signed_numbered_dated,signature_type,hand_finished,framing,artist_tier,artist_genre,new_or_repeat,expected_sellthrough,target_sellthrough,artist_profit_per_unit,aa_profit_per_unit,aa_revenue_share,aa_profit_share,frame_conversion,frame_profit_per_unit,marketing_lead
94,JONNYNIES-94,Jonny Niesche,Schein Blossom,,18.02JonnyNBlossom,1250,EUR,Confirmed,€1k to €2.5k,43750,35,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2020-11-18,,,,,,2020-Q4,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
95,HEBRUBRAN-95,Hebru Brantley,3 THE HARD WAY (SE),,20.11Hbrantley3HardWay,12000,EUR,Confirmed,Over €5k,600000,50,,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2020-11-25,,,,,,2020-Q4,,Bronze sculpture with specialist satin paint finish,,36 x 13 x 12 cms (HxLxD),Numbered underneath,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
96,HEBRUBRAN-96,Hebru Brantley,3 THE HARD WAY,,20.11Hbrantley3HardWay,2500,EUR,Confirmed,€1k to €2.5k,312500,125,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2020-11-27,,,,,,2020-Q4,,19 layer silkscreen print with diamond dust finish on Somerset Tub Sized 410gsm,,Image dimensions 61 x 45.7cms Paper dimensions 66 x 50.7cms,"Signed, dated, numbered on front",,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
97,KEVINFRAN-97,Kevin Francis Gray,Breakdown Work Study 1-22,,03.12KFrancisBreakdown,10000,EUR,Confirmed,Over €5k,100000,10,,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2020-12-03,,,,,,2020-Q4,,WHITE PIECE: Carrara marble on bronze pole and carrar marble base BLACK PIECE: Marquina marble on bronze pole and carrar marble base,,"Variable, each unique, link here:",TBC,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
98,TOMOKAZUM-98,Tomokazu Matsuyama,The Couch Unsent Piano,,06.01MatsuCouchUnsentPiano,1600,EUR,Confirmed,€1k to €2.5k,160000,100,,,,PE,,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-01-06,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,"Digital print featuring screen printed pearlised ink, white gloss and hand applied gold leaf. Printed on 410gsm Somerset satin Enhanced paper.",,"89.5 x 57.6cm, cut to colour","YES, on front",,,Full Edition Framed,Tier 2,,REPEAT,,,,,,,,,
101,PAULINSEC-101,Paul Insect,The Observer 1,,21.01PInsectObserver/Reflection1,650,EUR,Confirmed,Under €1k,32500,50,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,4,,,2021-01-15,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,16 layer screen print with a mixture of metallic and pearlised inks. Finished with coloured glitter and high gloss varnish. Printed on Somerset 410gsm radiant white satin.,,82cm Diameter,"YES, on front",,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
457,PAULINSEC-457,Paul Insect,The Observer 2,,21.01PInsectObserver/Reflection2,650,EUR,Confirmed,Under €1k,32500,50,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,4,,,2021-01-15,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,16 layer screen print with a mixture of metallic and pearlised inks. Finished with coloured glitter and high gloss varnish. Printed on Somerset 410gsm radiant white satin.,,82cm Diameter,"YES, on front",,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
458,PAULINSEC-458,Paul Insect,The Observer 3,,21.01PInsectObserver/Reflection3,650,EUR,Confirmed,Under €1k,32500,50,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,4,,,2021-01-15,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,16 layer screen print with a mixture of metallic and pearlised inks. Finished with coloured glitter and high gloss varnish. Printed on Somerset 410gsm radiant white satin.,,82cm Diameter,"YES, on front",,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
459,PAULINSEC-459,Paul Insect,The Observer 4,,21.01PInsectObserver/Reflection4,650,EUR,Confirmed,Under €1k,32500,50,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,4,,,2021-01-15,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,16 layer screen print with a mixture of metallic and pearlised inks. Finished with coloured glitter and high gloss varnish. Printed on Somerset 410gsm radiant white satin.,,82cm Diameter,"YES, on front",,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
99,PAULINSEC-99,Paul Insect,The Reflection - Blue,,21.01PInsectReflectionBlue,2250,EUR,Confirmed,€1k to €2.5k,225000,100,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,Blue,,,2021-01-15,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,16 layer screen print with a mixture of metallic and pearlised inks. Finished with coloured glitter and high gloss varnish. Printed on Somerset 410gsm radiant white satin.,,82cm Diameter,"YES, on front",,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
100,PAULINSEC-100,Paul Insect,The Reflection - Red,,21.01PInsectReflectionRed,3700,EUR,Confirmed,€2.5k to €5k,111000,30,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,Red,,,2021-01-15,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,"12 layer screen print with a mixture of metallic and pearlised inks. Finished with coloured glitter and high gloss varnish. Printed on Somerset 410gsm radiant white satin. NB: 4 COLOURS: Gold, Silver,Purple, Black (50 of each)",,33cm Diameter,"YES, on reverse",,,No framing option,Tier 3,,REPEAT,,,,,,,,,
102,ANGELOTER-102,Angel Otero,Bathed In Light,,21.01AOteroBathedLight,2200,EUR,Confirmed,€1k to €2.5k,77000,35,,,,PE,,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-01-19,,,,,,2021-Q1,,Archival Inkjet and 11 color screenprint on Hahnemuhle German Etching 310 gsm paper,,77.5 x 86.5 cms,YES,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
105,CONRADJON-105,Conrad Jon Godly,NEVERTHELESS 16,,21.06CJFGodlyNevertheless,1000,EUR,Confirmed,€1k to €2.5k,50000,50,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-01-21,,,,,,2021-Q1,,7 colour screen print on Velin d’Arches white 400 g/m2 paper,,Image: 66 x 76 cm Paper: 76 x 96 cm,YES,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
103,CONRADJON-103,Conrad Jon Godly,NEVERTHELESS 20,,21.06CJFGodlyNevertheless,1250,EUR,Confirmed,€1k to €2.5k,25000,20,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-01-21,,,,,,2021-Q1,,7 colour screen print on Velin d’Arches white 400 g/m2 paper,,Image: 66 x 76 cm Paper: 76 x 96 cm,YES,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
104,CONRADJON-104,Conrad Jon Godly,NEVERTHELESS 9,,21.06CJFGodlyNevertheless,1000,EUR,Confirmed,€1k to €2.5k,50000,50,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-01-21,,,,,,2021-Q1,,"5 colour screen print, including 4 layers with pearlescent finish, on PLIKE black paper. Hand finished unique titling for each piece, made by the artist.",,Image size: 63 x 73 cm Paper size: 69 x 83 cm,"As per his previous, along bottom border/edges I think we can say.",,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
108,STICKYMONG-108,Stickymonger,"Obsession, No Joke",,27.01StickyMNoJoke,700,EUR,Confirmed,Under €1k,52500,75,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2021-01-27,,,,,,2021-Q1,,,,,,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
106,YUEMINJUN-106,Yue Minjun,Hibiscus,,21.01YMinjunHisbiscus,4500,EUR,Confirmed,€2.5k to €5k,180000,40,,,,PE,,Limited,,,n/a,09. Fully completed,0,,,2021-01-27,,,,,,2021-Q1,,,,,,,,Full Edition Framed,Tier 2,,REPEAT,,,,,,,,,
107,YUEMINJUN-107,Yue Minjun,Hibiscus - Handfinished,,21.01YMinjunHisbiscus,7500,EUR,Confirmed,Over €5k,75000,10,,,,HFPE,,Limited,Digital print,,n/a,09. Fully completed,0,,,2021-01-27,,,,,,2021-Q1,,Archival pigment print on Innova paper 315g,,Image size 60 x 48 cm Paper size 80 x 58 cm,,,true,Full Edition Framed,Tier 2,,REPEAT,,,,,,,,,
110,JAMESJEAN-110,James Jean,Descendant - Marble,,10.02JJeanDescendant,45000,EUR,Confirmed,Over €5k,450000,10,,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-02-10,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,Statuario Marble figure with matching base featuring an integrated mirror,,73.5 x 34.5 x 34.5 cm,"Makers mark, on base",,,No framing option,Tier 1,,REPEAT,,,,,,,,,
109,JAMESJEAN-109,James Jean,"Maze, Aurum, Medium",,10.02JJeanMazAurum,45000,EUR,Confirmed,Over €5k,450000,10,,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-02-10,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,Bronze sculpture with satin gold finish,,62.5 x 34.5 x 34.5 cm,"Makers Mark, underneath base",,,No framing option,Tier 1,,REPEAT,,,,,,,,,
111,JAMESJEAN-111,James Jean,Slingshot - Marble,,10.02JJeanSligshotmarble,27500,EUR,Confirmed,Over €5k,275000,10,,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-02-10,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,Statuario Marble with unique painted stainless steel eye and slingshot ball,,41 x 38 x 39 cm,"Makers mark, under shin",,,No framing option,Tier 1,,REPEAT,,,,,,,,,
112,SUSUMUKAM-112,Susumu Kamijo,The Sinner at Dusk,,17.02SKamijoSinnerAtDusk,4000,EUR,Confirmed,€2.5k to €5k,200000,50,,,,SE,,Limited,Mid cost 3D edition,,n/a,09. Fully completed,0,,,2021-02-17,,,,,,2021-Q1,,Walnut wood and oil paint with a matt finish protective coating,,35 x 21.2 x 28 cms (HxLxD),Numbered on underside of belly,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
114,TOMÁSSÁNC-114,Tomás Sánchez,Contemplar al otro en tarde rosa,,21.03TSanchezPEs,1600,EUR,Confirmed,€1k to €2.5k,120000,75,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-03-03,,,,,,2021-Q1,,20 Colour screen print on 400gsm Somerset Warm White paper,,69 x 84cm,On front,,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
113,TOMÁSSÁNC-113,Tomás Sánchez,Encontrar al Meditador,,21.03TSanchezPEs,1600,EUR,Confirmed,€1k to €2.5k,120000,75,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-03-03,,,,,,2021-Q1,,20 Colour screen print on 400gsm Somerset Warm White paper,,65 x 54.6cm,On front,,,Full Edition Framed,Tier 2,,REPEAT,,,,,,,,,
116,FERRARISH-116,Ferrari Sheppard,Kalima,,17.3FerrarishKalima,3500,EUR,Confirmed,€2.5k to €5k,175000,50,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-03-17,,,,,,2021-Q1,,47 colour screen print with unique hand finished elements in acrylic paint on Coventry Rag 335 gsm,,115 x 75.5cm,,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
117,GRACELYNN-117,Grace Lynne Haynes,Sunday Mourning,,17.3GraceLynnSunday,2500,EUR,Confirmed,€1k to €2.5k,125000,50,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-03-17,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,"26 colour screen print with unique hand finished elements in acrylic paint, charcoal and 24k gold on Coventry Rag Vellum 320gsm",,100 x 75 Image size 110 x 85 paper size,"Yes, on front",,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
115,OTISKWAME-115,Otis Kwame Kye Quaicoe,View of Yoei William,,17.03OtisViewWilliam,6000,EUR,Confirmed,Over €5k,210000,35,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2021-03-17,,,,,,2021-Q1,,"15 colour screen print and lithograph, with unique hand finished elements in gouache and acrylic paint, on Somerset 410gsm satin paper.",,72 x 73 cm paper size 60 x 60 cm image size,"Yes, on front",,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
118,TOMOKAZUM-118,Tomokazu Matsuyama,20 Dollar Cold Cold Heart,,26.03Matsu20DollarColdHeart,2600,EUR,Confirmed,€2.5k to €5k,325000,125,,,,PE,,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-03-26,,,,,Date confirmed (fully confirmed with artist),2021-Q1,,"Digital print featuring screen printed white, high gloss varnish and delicate sliver leaf damask pattern, cut to the artwork shape and printed on 410gsm Somerset satin Enhanced paper. Edition comes mounted in a special white, contour frame",,Paper: 89.5 x 58 cm (overall dimensions) Frame: 100 x 68.5 cm (overall dimensions),Yes on front,,,Full Edition Framed,Tier 2,,REPEAT,,,,,,,,,
120,JOAKIMOJA-120,Joakim Ojanen,Lill-Lörda (green/blue),,21.03JoakimLill-Lorda,2000,EUR,Confirmed,€1k to €2.5k,50000,25,,,,SE,,Limited,Mid cost 3D edition,,n/a,09. Fully completed,3,,,2021-03-31,,,,,,2021-Q1,,Hand blown glass sculpture,,Dims (Variable): 24 x 24 x 17.5 cm (HxWxD),Yes,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
119,JOAKIMOJA-119,Joakim Ojanen,Lill-Lörda (pink),,21.03JoakimLill-Lorda,2000,EUR,Confirmed,€1k to €2.5k,50000,25,,,,SE,,Limited,Mid cost 3D edition,,n/a,09. Fully completed,3,,,2021-03-31,,,,,,2021-Q1,,Hand blown glass sculpture,,Dims (Variable): 24 x 24 x 17.5 cm (HxWxD),Yes,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
121,JOAKIMOJA-121,Joakim Ojanen,Lill-Lörda (yellow),,21.03JoakimLill-Lorda,2000,EUR,Confirmed,€1k to €2.5k,50000,25,,,,SE,,Limited,Mid cost 3D edition,,n/a,09. Fully completed,3,,,2021-03-31,,,,,,2021-Q1,,Hand blown glass sculpture,,Dims (Variable): 24 x 24 x 17.5 cm (HxWxD),Yes,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
122,JOHNSONTS-122,Johnson Tsang,Fight for a Dream,,06.04JTangFightDream,600,EUR,Confirmed,Under €1k,60000,100,,,,SE,,Limited,Low cost 3D edition,,n/a,09. Fully completed,0,,,2021-04-06,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,Resin cast sculpture with accompanying beech wood handle,,26 x 15 x 60cm,COA only,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
123,SUPERFUTU-123,Super Future Kid,Billy Big Ears,,08.04SFutureBillyBigEars,900,EUR,Confirmed,Under €1k,54000,60,,,,PE,,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-04-08,,,,,,2021-Q2,,Giclée with layered screen printed high gloss varnish and special hidden detail layers. Printed on Hahnemühle Photo Rag 308gsm with hand deckled edges.,,Paper size 116 cm x 106 cm Print size 100 cm x 90 cm,"Yes, on front",,,No framing option,Tier 3,,REPEAT,,,,,,,,,
125,MAKIKOKUD-125,Makiko Kudo,Empathy,,14.04MakikoEmpathy,400,EUR,Confirmed,Under €1k,25200,63,,,,PE,,Limited,Digital print,,n/a,09. Fully completed,0,,,2021-04-14,,,,,,2021-Q2,,Archival pigment print on Hahnemühle Agave 290gsm paper with hand torn edges,,60 x 48cm (HxW),On front,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
124,SATORUKOI-124,Satoru Koizumi,Studio 2021,,14.04SatorukoiStudio2021,1500,EUR,Confirmed,€1k to €2.5k,67500,45,,,,PE,Public,Limited,Complex print,,n/a,09. Fully completed,0,,,2021-04-14,,,,,,2021-Q2,,"6 individual lithograph prints, collaged on Madrid Litho 140gsm",,101 x 75 cm (unframed) 109 x 83 x 4cm (framed),"Yes, signed dated numbered on front",,,Full Edition Framed,Tier 2,,REPEAT,,,,,,,,,
127,DONNAHUAN-127,Donna Huanca,Spiral Para El Cielo,,21.04DHuancaPEs,1300,EUR,Confirmed,€1k to €2.5k,39000,30,,,,PE,,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-04-21,,,,,,2021-Q2,,Archival pigment print with screen printed layers and unique hand finishing elements in oil paint and sand on Somerset En Satin 330gsm,,100 x 80 cms,"Signed, numbered and dated on reverse",,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
126,DONNAHUAN-126,Donna Huanca,Spiral Para El Cielo - Hand-finished,,21.04DHuancaPEs,2750,EUR,Confirmed,€2.5k to €5k,55000,20,,,,HFPE,,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-04-21,,,,,,2021-Q2,,Archival pigment print with screen printed layers on Somerset En Satin 330gsm,,100 x 80 cms,"Signed, numbered and dated on reverse",,true,Framed on order,Tier 3,,REPEAT,,,,,,,,,
128,ALAKESHIL-128,Alake Shilling,Jolly Bear,,23.04AShillingJollyBear,1750,EUR,Confirmed,€1k to €2.5k,131250,75,,,,SE,,Limited,Mid cost 3D edition,,n/a,09. Fully completed,0,,,2021-04-23,,,,,,2021-Q2,,"Custom hand moulded, frit dyed porcelain",,22.5 x 9.8 x 25.5 cms (HxLxD),"Signed and numbered on bottom (signature in design, number hand etched)",,,No framing option,Tier 3,,REPEAT,,,,,,,,,
129,FELIPEPAN-129,Felipe Pantone,SubtractiveVariability P 1,,21.04FPatonePEsSB1,1200,EUR,Confirmed,€1k to €2.5k,16800,14,,,,PE,,Limited,Complex print,,n/a,09. Fully completed,4,,,2021-04-28,,,,,,2021-Q2,,Lithograph on 310gr Magnani Incisione,,100 x 70 cm 39 3/8 x 27 9/16 in.,"Yes, on reverse",,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
130,FELIPEPAN-130,Felipe Pantone,SubtractiveVariability P 2,,21.04FPatonePEsSB2,1200,EUR,Confirmed,€1k to €2.5k,16800,14,,,,PE,,Limited,Complex print,,n/a,09. Fully completed,4,,,2021-04-28,,,,,,2021-Q2,,Lithograph on 310gr Magnani Incisione,,100 x 70 cm 39 3/8 x 27 9/16 in.,"Yes, on reverse",,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
131,FELIPEPAN-131,Felipe Pantone,SubtractiveVariability P 3,,21.04FPatonePEsSB3,1200,EUR,Confirmed,€1k to €2.5k,16800,14,,,,PE,,Limited,Complex print,,n/a,09. Fully completed,4,,,2021-04-28,,,,,,2021-Q2,,Lithograph on 310gr Magnani Incisione,,100 x 70 cm 39 3/8 x 27 9/16 in.,"Yes, on reverse",,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
132,FELIPEPAN-132,Felipe Pantone,SubtractiveVariability P 4,,21.04FPatonePEsSB4,1200,EUR,Confirmed,€1k to €2.5k,18000,15,,,,PE,,Limited,Complex print,,n/a,09. Fully completed,4,,,2021-04-28,,,,,,2021-Q2,,Lithograph on 310gr Magnani Incisione,,100 x 70 cm 39 3/8 x 27 9/16 in.,"Yes, on reverse",,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
133,JAMESJEAN-133,James Jean,"Maze, Aurum",,06.05JJeanMazeAurum2,7500,EUR,Confirmed,Over €5k,375000,50,,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-05-06,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,Bronze sculpture in a satin gold finish with accompanying gold plated maze disc and stick,,30 x 16.5 x 16.5 cm,"Yes, etched on piece",,,No framing option,Tier 1,,REPEAT,,,,,,,,,
134,ALIBANISA-134,Ali Banisadr,Thinkpol,,21.05AbanisdarThinkpol,4200,EUR,Confirmed,€2.5k to €5k,210000,50,,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-05-08,,,,,,2021-Q2,,"41 colour screenprint on Rives BFK White 300 gsm, with hand torn edges",,96.5 x 76 cm (image size) 114.5 x 92 cms (paper size),Yes on front,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
136,HAROSHI-136,Haroshi,GUZO (black marble),,21.06HaroshiSEsGUZO,10000,EUR,Confirmed,Over €5k,500000,50,,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,Black,,,2021-06-04,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,"Marble Statuario sculpture, with hidden stainless steel signature plate",,30.5 x 20 x 6 cm (HxWxD),Yes on underside of foot on metal plate,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
137,HAROSHI-137,Haroshi,GUZO (white marble),,21.06HaroshiSEsGUZO,10000,EUR,Confirmed,Over €5k,500000,50,,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,White,,,2021-06-04,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,"Marble Portoro sculpture, with hidden stainless steel signature plate",,30.5 x 20 x 6 cm (HxWxD),Yes on underside of foot on metal plate,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
139,JAVIERCAL-139,Javier Calleja,First Look,,21.06JCallejaSecondChance,9000,EUR,Confirmed,Over €5k,630000,70,,,,PE,,Limited,Complex print,,n/a,09. Fully completed,2,,,2021-06-09,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,"Soft ground & etching on 300gr off-white Arches Velin paper. Hand finished by the artist with water colour, wash & pencil.",,65 x 50 cm (image) 80 x 60 cm (paper),Yes on front,,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
138,JAVIERCAL-138,Javier Calleja,Second Chance Always,,21.06JCallejaSecondChance,9000,EUR,Confirmed,Over €5k,630000,70,,,,PE,,Limited,Complex print,,n/a,09. Fully completed,0,,,2021-06-09,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,"Soft ground & etching on 300gr off-white Arches Velin paper. Hand finished by the artist with water colour, wash & pencil.",,65 x 50 cm (image) 80 x 60 cm (paper),Yes on front,,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
140,JAVIERCAL-140,Javier Calleja,Third Time Lucky,,21.06JCallejaSecondChance,9000,EUR,Confirmed,Over €5k,630000,70,,,,PE,,Limited,Complex print,,n/a,09. Fully completed,2,,,2021-06-09,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,"Soft ground & etching on 300gr off-white Arches Velin paper. Hand finished by the artist with water colour, wash & pencil.",,65 x 50 cm (image) 80 x 60 cm (paper),Yes on front,,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
159,ADAMHANDL-159,Adam Handler,Offline drawings launch,,21.06WOAW,650,EUR,Confirmed,Under €1k,650,1,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
154,ADRIANAOL-154,Adriana Oliver,Offline drawings launch,,21.06WOAW,4000,EUR,Confirmed,€2.5k to €5k,8000,2,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
165,AYATAKANO-165,Aya Takano,"We, human race made this structure",,21.06ATakanoHumanRace,1500,EUR,Confirmed,€1k to €2.5k,150000,100,,,,PE,,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-06-15,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,"Archival pigment print with screen printed elements in high gloss varnish, metallic and phosphorescent ink on Somerset En Satin 330gsm paper",,96 x 63 cm,,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
156,BALDURHEL-156,Baldur Helgason,Offline drawings launch,,21.06WOAW,3500,EUR,Confirmed,€2.5k to €5k,3500,1,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 2,,REPEAT,,,,,,,,,
155,DOMINIQUE-155,Dominique Fung,Offline drawings launch,,21.06WOAW,2500,EUR,Confirmed,€1k to €2.5k,2500,1,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
158,FELIXTREA-158,Felix Treadwell,Offline drawings launch,,21.06WOAW,1450,EUR,Confirmed,€1k to €2.5k,8700,6,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
152,HAEJIMIN-152,Haeji Min,Offline drawings launch,,21.06WOAW,5150,EUR,Confirmed,Over €5k,10300,2,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
141,HEATHERDA-141,Heather Day,Offline drawings launch,,21.06WOAW,1200,EUR,Confirmed,€1k to €2.5k,4800,4,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
161,JAMESJEAN-161,James Jean,Offline drawings launch,,21.06WOAW,8500,EUR,Confirmed,Over €5k,8500,1,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,,,,,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
160,JOAKIMOJA-160,Joakim Ojanen,Offline drawings launch,,21.06WOAW,2900,EUR,Confirmed,€2.5k to €5k,2900,1,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
149,LY-149,LY,Offline drawings launch,,N/A,3200,EUR,Confirmed,€2.5k to €5k,6400,2,,,,WP,,Limited,,,n/a,09. Fully completed,0,,,2021-06-15,,,,,Date confirmed (fully confirmed with artist),2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
146,LORDOHENE-146,Lord Ohene Okyere-Bour,Offline drawings launch,,2021.06LORDOHENEWP,2765,EUR,Confirmed,€2.5k to €5k,16590,6,,,,WP,,Limited,,,n/a,09. Fully completed,,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
142,MAITA-142,Mai Ta,Offline drawings launch,,2021.06MAITA-142WP,2200,EUR,Confirmed,€1k to €2.5k,2200,1,,,,WP,,Limited,,,n/a,09. Fully completed,,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
153,MARCUSBRU-153,Marcus Brutus,Offline drawings launch,,2020.09MARCUSBRUWP,1700,EUR,Confirmed,€1k to €2.5k,6800,4,,,,WP,,Limited,,,n/a,09. Fully completed,,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
144,MARIUSBER-144,Marius Bercea,Offline drawings launch,,2021.06MARIUSBERWP,5500,EUR,Confirmed,Over €5k,27500,5,,,,WP,,Limited,,,n/a,09. Fully completed,,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
163,NIGELHOWL-163,Nigel Howlett,Offline drawings launch,,2021.06NIGELHOWLWP,4300,EUR,Confirmed,€2.5k to €5k,4300,1,,,,WP,Public,Limited,,,n/a,09. Fully completed,,,,2021-06-15,,,,,,2021-Q2,,,,,,,,,Tier 3,,REPEAT,,,,,,,,,
